,0,1,2,3
0,Adiac-MOMENT,CE,no cal,0.14503659749557749
1,Adiac-MOMENT,Brier,no cal,0.03214691813572682
2,Adiac-MOMENT,ECE,no cal,0.0019415010230318108
3,Adiac-MOMENT,CE,global,0.14683225573226533
4,Adiac-MOMENT,Brier,global,0.03226515171846839
5,Adiac-MOMENT,ECE,global,0.010135811424957786
6,Adiac-MOMENT,CE,kmeans,0.13674785733677106
7,Adiac-MOMENT,Brier,kmeans,0.0317411066449181
8,Adiac-MOMENT,ECE,kmeans,0.008348480470684594
9,Adiac-MOMENT,CE,g0.2s1,0.09812074816291906
10,Adiac-MOMENT,Brier,g0.2s1,0.02889954138439973
11,Adiac-MOMENT,ECE,g0.2s1,0.012141711655787849
12,Adiac-MOMENT,CE,g0.2s2,0.09813463921480922
13,Adiac-MOMENT,Brier,g0.2s2,0.02889774857239945
14,Adiac-MOMENT,ECE,g0.2s2,0.012145924116865324
15,Adiac-MOMENT,CE,g0.2s3,0.09812701324926859
16,Adiac-MOMENT,Brier,g0.2s3,0.02889781575910706
17,Adiac-MOMENT,ECE,g0.2s3,0.0116942815685969
18,Adiac-MOMENT,CE,g0.2s5,0.09814954997456952
19,Adiac-MOMENT,Brier,g0.2s5,0.028908075049153586
20,Adiac-MOMENT,ECE,g0.2s5,0.01213730035643519
21,Adiac-MOMENT,CE,g0.2s8,0.0981351463989142
22,Adiac-MOMENT,Brier,g0.2s8,0.028904045990082842
23,Adiac-MOMENT,ECE,g0.2s8,0.011697308491673714
24,Adiac-MOMENT,CE,g0.2s12,0.09813315642194483
25,Adiac-MOMENT,Brier,g0.2s12,0.028903568057694246
26,Adiac-MOMENT,ECE,g0.2s12,0.01169236813002574
27,Adiac-MOMENT,CE,g0.2s20,0.09813419598557932
28,Adiac-MOMENT,Brier,g0.2s20,0.028905141030942872
29,Adiac-MOMENT,ECE,g0.2s20,0.011696902016062116
30,Adiac-MOMENT,CE,g0.3s1,0.09932721520737628
31,Adiac-MOMENT,Brier,g0.3s1,0.026737933950097142
32,Adiac-MOMENT,ECE,g0.3s1,0.01485525504597431
