,0,1,2,3
302,ECG5000-MOMENT,ECE,global,0.02375135588313588
303,ECG5000-MOMENT,smECE,global,0.025484050412169074
304,ECG5000-MOMENT,ACE,global,0.02306335435219855
305,ECG5000-MOMENT,CE,kmeans,0.0566015582855872
306,ECG5000-MOMENT,Brier,kmeans,0.013025142087339755
307,ECG5000-MOMENT,ECE,kmeans,0.013274850615447075
308,ECG5000-MOMENT,smECE,kmeans,0.017874089403331232
309,ECG5000-MOMENT,ACE,kmeans,0.015711247685496987
310,ECG5000-MOMENT,CE,sem aware groupings,0.05328778550028801
311,ECG5000-MOMENT,Brier,sem aware groupings,0.013321116247362779
312,ECG5000-MOMENT,ECE,sem aware groupings,0.009459915041923528
313,ECG5000-MOMENT,smECE,sem aware groupings,0.01552408027246227
314,ECG5000-MOMENT,ACE,sem aware groupings,0.011574231829654308
315,ElectricDevices-MOMENT,Accuracy,no cal,0.9554111584136231
316,ElectricDevices-MOMENT,CE,no cal,0.11506788276806962
317,ElectricDevices-MOMENT,Brier,no cal,0.0324876462048499
318,ElectricDevices-MOMENT,ECE,no cal,0.025587802797025272
319,ElectricDevices-MOMENT,smECE,no cal,0.025436235756019006
320,ElectricDevices-MOMENT,ACE,no cal,0.03759389482782734
321,ElectricDevices-MOMENT,CE,global,0.10256785125653327
322,ElectricDevices-MOMENT,Brier,global,0.031228212144325453
323,ElectricDevices-MOMENT,ECE,global,0.006854590047382082
324,ElectricDevices-MOMENT,smECE,global,0.008635612246936963
325,ElectricDevices-MOMENT,ACE,global,0.01989293171390942
326,ElectricDevices-MOMENT,CE,kmeans,0.11576774668451
327,ElectricDevices-MOMENT,Brier,kmeans,0.034758562810723134
328,ElectricDevices-MOMENT,ECE,kmeans,0.023763297730862856
329,ElectricDevices-MOMENT,smECE,kmeans,0.023780424605661512
330,ElectricDevices-MOMENT,ACE,kmeans,0.026856069899786894
331,ElectricDevices-MOMENT,CE,sem aware groupings,0.10264436155557632
332,ElectricDevices-MOMENT,Brier,sem aware groupings,0.031116036606897726
333,ElectricDevices-MOMENT,ECE,sem aware groupings,0.006407885274464015
334,ElectricDevices-MOMENT,smECE,sem aware groupings,0.00876567212928272
335,ElectricDevices-MOMENT,ACE,sem aware groupings,0.019540517056574058
336,EOGHorizontalSignal-MOMENT,Accuracy,no cal,0.9171270718232044
337,EOGHorizontalSignal-MOMENT,CE,no cal,0.23074497131812352
338,EOGHorizontalSignal-MOMENT,Brier,no cal,0.06829217844115927
339,EOGHorizontalSignal-MOMENT,ECE,no cal,0.012693078481999099
340,EOGHorizontalSignal-MOMENT,smECE,no cal,0.024027593670077164
341,EOGHorizontalSignal-MOMENT,ACE,no cal,0.03297983284481164
342,EOGHorizontalSignal-MOMENT,CE,global,0.23377865488820154
343,EOGHorizontalSignal-MOMENT,Brier,global,0.06972790381999625
344,EOGHorizontalSignal-MOMENT,ECE,global,0.026378638096848185
345,EOGHorizontalSignal-MOMENT,smECE,global,0.02723704319555639
346,EOGHorizontalSignal-MOMENT,ACE,global,0.03600498433315174
347,EOGHorizontalSignal-MOMENT,CE,kmeans,0.2587260117006926
348,EOGHorizontalSignal-MOMENT,Brier,kmeans,0.07387495225654456
349,EOGHorizontalSignal-MOMENT,ECE,kmeans,0.05026080513227382
350,EOGHorizontalSignal-MOMENT,smECE,kmeans,0.050630694021390976
351,EOGHorizontalSignal-MOMENT,ACE,kmeans,0.05320099265250307
352,EOGHorizontalSignal-MOMENT,CE,sem aware groupings,0.22761590778827667
353,EOGHorizontalSignal-MOMENT,Brier,sem aware groupings,0.06806132557478806
354,EOGHorizontalSignal-MOMENT,ECE,sem aware groupings,0.014304918808173065
355,EOGHorizontalSignal-MOMENT,smECE,sem aware groupings,0.02127424457916094
356,EOGHorizontalSignal-MOMENT,ACE,sem aware groupings,0.020993725313079532
357,EOGVerticalSignal-MOMENT,Accuracy,no cal,0.9171270718232044
358,EOGVerticalSignal-MOMENT,CE,no cal,0.20238947632770213
359,EOGVerticalSignal-MOMENT,Brier,no cal,0.05883609844207117
360,EOGVerticalSignal-MOMENT,ECE,no cal,0.04072873322881477
361,EOGVerticalSignal-MOMENT,smECE,no cal,0.037969636946749506
362,EOGVerticalSignal-MOMENT,ACE,no cal,0.05093536256362313
363,EOGVerticalSignal-MOMENT,CE,global,0.20130343188205377
364,EOGVerticalSignal-MOMENT,Brier,global,0.059011827724928176
365,EOGVerticalSignal-MOMENT,ECE,global,0.03826040536392916
366,EOGVerticalSignal-MOMENT,smECE,global,0.034139146843420634
367,EOGVerticalSignal-MOMENT,ACE,global,0.048529561412051246
368,EOGVerticalSignal-MOMENT,CE,kmeans,0.2114654526594739
369,EOGVerticalSignal-MOMENT,Brier,kmeans,0.06310349771514064
370,EOGVerticalSignal-MOMENT,ECE,kmeans,0.031582364350536
371,EOGVerticalSignal-MOMENT,smECE,kmeans,0.033840357238090285
